id,code,short_desc,description,created_date,created_by,notes
0,BCAT,bk_tmpl,Sablonul implicit pentru o carte noua,2023-08-01,system,Inregistrare obligatorie de la instalare sistem. Non editabila.
id,code,short_desc,description,created_date,created_by,notes
0,BCAT,bk_tmpl,Sablonul implicit pentru o carte noua,2023-08-01,system,Inregistrare obligatorie de la instalare sistem. Non editabila.
